ShipmentItem,Shipment,Item,OrderItem,Date,Stock
204590-3,204590,3,109219-3,1/15/2022,S0058
204590-4,204590,4,109219-4,1/15/2022,S0247
204591-1,204591,1,109220-1,9/28/2022,S0120
204591-2,204591,2,109220-2,9/28/2022,S0582
204592-1,204592,1,109221-1,10/19/2022,S0459
204592-2,204592,2,109221-2,10/19/2022,S0484
204592-3,204592,3,109221-3,10/19/2022,S0055
204592-4,204592,4,109221-4,10/19/2022,S0124
204593-1,204593,1,109222-1,7/4/2022,S0580
204594-1,204594,1,109223-1,8/30/2022,S0553
204594-2,204594,2,109223-2,8/30/2022,S0141
204594-3,204594,3,109223-3,8/30/2022,S0149
204594-4,204594,4,109223-4,8/30/2022,S0188
204594-5,204594,5,109223-5,8/30/2022,S0281
204595-1,204595,1,109225-1,3/14/2024,S0576
204595-2,204595,2,109225-2,3/14/2024,S0375
204595-3,204595,3,109225-3,3/14/2024,S0135
204595-4,204595,4,109225-4,3/14/2024,S0312
204596-1,204596,1,109226-1,8/6/2022,S0138
204596-2,204596,2,109226-2,8/6/2022,S0493
204596-3,204596,3,109226-3,8/6/2022,S0378
204597-1,204597,1,109229-1,9/25/2025,S0572
204597-2,204597,2,109229-2,9/25/2025,S0123
204597-3,204597,3,109229-3,9/25/2025,S0548
204597-4,204597,4,109229-4,9/25/2025,S0304
204597-5,204597,5,109229-5,9/25/2025,S0553
204598-1,204598,1,109230-1,7/16/2023,S0417
204599-1,204599,1,109231-1,6/27/2024,S0597
204599-2,204599,2,109231-2,6/27/2024,S0033
204600-1,204600,1,109232-1,6/14/2022,S0130
204600-2,204600,2,109232-2,6/14/2022,S0010
204601-1,204601,1,109233-1,8/15/2024,S0252
204601-2,204601,2,109233-2,8/15/2024,S0285
204601-3,204601,3,109233-3,8/15/2024,S0513
204602-1,204602,1,109235-1,6/22/2025,S0196
204602-2,204602,2,109235-2,6/22/2025,S0596
204602-3,204602,3,109235-3,6/22/2025,S0122
204603-1,204603,1,109236-1,8/20/2025,S0329
204603-2,204603,2,109236-2,8/20/2025,S0192
204604-1,204604,1,109239-1,10/16/2025,S0328
204604-2,204604,2,109239-2,10/16/2025,S0071
204604-3,204604,3,109239-3,10/16/2025,S0164
204604-4,204604,4,109239-4,10/16/2025,S0277
204604-5,204604,5,109239-5,10/16/2025,S0145
204605-1,204605,1,109240-1,11/20/2024,S0173
204605-2,204605,2,109240-2,11/20/2024,S0240
204605-3,204605,3,109240-3,11/20/2024,S0438
204605-4,204605,4,109240-4,11/20/2024,S0254
204606-1,204606,1,109242-1,11/28/2024,S0624
204606-2,204606,2,109242-2,11/28/2024,S0385
204606-3,204606,3,109242-3,11/28/2024,S0311
204606-4,204606,4,109242-4,11/28/2024,S0444
204606-5,204606,5,109242-5,11/28/2024,S0032
204607-1,204607,1,109243-1,10/8/2022,S0473
204607-2,204607,2,109243-2,10/8/2022,S0415
204607-3,204607,3,109243-3,10/8/2022,S0524
204608-1,204608,1,109248-1,5/22/2024,S0599
204608-2,204608,2,109248-2,5/22/2024,S0038
204608-3,204608,3,109248-3,5/22/2024,S0538
204608-4,204608,4,109248-4,5/22/2024,S0202
204608-5,204608,5,109248-5,5/22/2024,S0438
204609-1,204609,1,109255-1,1/10/2024,S0409
204610-1,204610,1,109256-1,5/26/2025,S0391
204610-2,204610,2,109256-2,5/26/2025,S0300
204610-3,204610,3,109256-3,5/26/2025,S0505
204610-4,204610,4,109256-4,5/26/2025,S0516
204611-1,204611,1,109261-1,4/21/2022,S0321
204611-2,204611,2,109261-2,4/21/2022,S0313
204611-3,204611,3,109261-3,4/21/2022,S0561
204611-4,204611,4,109261-4,4/21/2022,S0118
204612-1,204612,1,109262-1,2/12/2025,S0054
204612-2,204612,2,109262-2,2/12/2025,S0483
204612-3,204612,3,109262-3,2/12/2025,S0532
204613-1,204613,1,109263-1,4/4/2022,S0485
204613-2,204613,2,109263-2,4/4/2022,S0194
204613-3,204613,3,109263-3,4/4/2022,S0338
204613-4,204613,4,109263-4,4/4/2022,S0233
204613-5,204613,5,109263-5,4/4/2022,S0516
204614-1,204614,1,109264-1,1/3/2023,S0093
204614-2,204614,2,109264-2,1/3/2023,S0089
204614-3,204614,3,109264-3,1/3/2023,S0241
204614-4,204614,4,109264-4,1/3/2023,S0562
204614-5,204614,5,109264-5,1/3/2023,S0129
204615-1,204615,1,109265-1,8/30/2025,S0001
204615-2,204615,2,109265-2,8/30/2025,S0239
204616-1,204616,1,109266-1,11/7/2024,S0473
204616-2,204616,2,109266-2,11/7/2024,S0466
204616-3,204616,3,109266-3,11/7/2024,S0035
204616-4,204616,4,109266-4,11/7/2024,S0564
204617-1,204617,1,109267-1,4/3/2025,S0235
204617-2,204617,2,109267-2,4/3/2025,S0510
204617-3,204617,3,109267-3,4/3/2025,S0358
204617-4,204617,4,109267-4,4/3/2025,S0034
204617-5,204617,5,109267-5,4/3/2025,S0283
204618-1,204618,1,109270-1,7/28/2025,S0343
204618-2,204618,2,109270-2,7/28/2025,S0089
204618-3,204618,3,109270-3,7/28/2025,S0174
204618-4,204618,4,109270-4,7/28/2025,S0564
204619-1,204619,1,109272-1,11/5/2023,S0455
204619-2,204619,2,109272-2,11/5/2023,S0486
204620-1,204620,1,109273-1,5/7/2025,S0233
204620-2,204620,2,109273-2,5/7/2025,S0121
204620-3,204620,3,109273-3,5/7/2025,S0613
204620-4,204620,4,109273-4,5/7/2025,S0323
204621-1,204621,1,109274-1,8/22/2022,S0226
204621-2,204621,2,109274-2,8/22/2022,S0149
204621-3,204621,3,109274-3,8/22/2022,S0214
204621-4,204621,4,109274-4,8/22/2022,S0179
204622-1,204622,1,109275-1,1/15/2022,S0433
204623-1,204623,1,109280-1,9/26/2023,S0314
204624-1,204624,1,109281-1,6/5/2023,S0423
204624-2,204624,2,109281-2,6/5/2023,S0445
204624-3,204624,3,109281-3,6/5/2023,S0187
204624-4,204624,4,109281-4,6/5/2023,S0491
204624-5,204624,5,109281-5,6/5/2023,S0070
204625-1,204625,1,109283-1,3/27/2025,S0015
204625-2,204625,2,109283-2,3/27/2025,S0439
204625-3,204625,3,109283-3,3/27/2025,S0004
204625-4,204625,4,109283-4,3/27/2025,S0533
204625-5,204625,5,109283-5,3/27/2025,S0572
204626-1,204626,1,109284-1,1/7/2025,S0470
204626-2,204626,2,109284-2,1/7/2025,S0333
204626-3,204626,3,109284-3,1/7/2025,S0081
204626-4,204626,4,109284-4,1/7/2025,S0268
204626-5,204626,5,109284-5,1/7/2025,S0602
204627-1,204627,1,109287-1,10/8/2025,S0014
204627-2,204627,2,109287-2,10/8/2025,S0428
204628-1,204628,1,109288-1,2/16/2025,S0077
204628-2,204628,2,109288-2,2/16/2025,S0582
204628-3,204628,3,109288-3,2/16/2025,S0108
204628-4,204628,4,109288-4,2/16/2025,S0581
204629-1,204629,1,109289-1,6/13/2024,S0145
204629-2,204629,2,109289-2,6/13/2024,S0060
204630-1,204630,1,109290-1,10/17/2024,S0370
204630-2,204630,2,109290-2,10/17/2024,S0182
204630-3,204630,3,109290-3,10/17/2024,S0002
204630-4,204630,4,109290-4,10/17/2024,S0028
204630-5,204630,5,109290-5,10/17/2024,S0281
204631-1,204631,1,109291-1,10/21/2025,S0511
204631-2,204631,2,109291-2,10/21/2025,S0450
204631-3,204631,3,109291-3,10/21/2025,S0485
204631-4,204631,4,109291-4,10/21/2025,S0142
204631-5,204631,5,109291-5,10/21/2025,S0200
204632-1,204632,1,109297-1,6/27/2023,S0082
204632-2,204632,2,109297-2,6/27/2023,S0054
204633-1,204633,1,109301-1,11/12/2025,S0543
204633-2,204633,2,109301-2,11/12/2025,S0090
204633-3,204633,3,109301-3,11/12/2025,S0574
204633-4,204633,4,109301-4,11/12/2025,S0176
204633-5,204633,5,109301-5,11/12/2025,S0127
204634-1,204634,1,109303-1,5/16/2023,S0422
204634-2,204634,2,109303-2,5/16/2023,S0352
204635-1,204635,1,109306-1,10/6/2025,S0089
204636-1,204636,1,109307-1,1/16/2023,S0619
204636-2,204636,2,109307-2,1/16/2023,S0178
204636-3,204636,3,109307-3,1/16/2023,S0198
204636-4,204636,4,109307-4,1/16/2023,S0393
204637-1,204637,1,109310-1,4/19/2022,S0039
204637-2,204637,2,109310-2,4/19/2022,S0353
204637-3,204637,3,109310-3,4/19/2022,S0089
204638-1,204638,1,109312-1,6/21/2025,S0239
204638-2,204638,2,109312-2,6/21/2025,S0022
204638-3,204638,3,109312-3,6/21/2025,S0522
204638-4,204638,4,109312-4,6/21/2025,S0405
204639-1,204639,1,109313-1,1/16/2023,S0107
204639-2,204639,2,109313-2,1/16/2023,S0326
204640-1,204640,1,109316-1,7/14/2025,S0234
204640-2,204640,2,109316-2,7/14/2025,S0221
204641-1,204641,1,109320-1,6/12/2023,S0435
204641-2,204641,2,109320-2,6/12/2023,S0459
204641-3,204641,3,109320-3,6/12/2023,S0199
204641-4,204641,4,109320-4,6/12/2023,S0184
204642-1,204642,1,109322-1,11/16/2024,S0393
204643-1,204643,1,109325-1,1/21/2023,S0066
204643-2,204643,2,109325-2,1/21/2023,S0218
204643-3,204643,3,109325-3,1/21/2023,S0287
204643-4,204643,4,109325-4,1/21/2023,S0089
204643-5,204643,5,109325-5,1/21/2023,S0041
204644-1,204644,1,109326-1,12/29/2025,S0134
204644-2,204644,2,109326-2,12/29/2025,S0370
204644-3,204644,3,109326-3,12/29/2025,S0490
204644-4,204644,4,109326-4,12/29/2025,S0177
204644-5,204644,5,109326-5,12/29/2025,S0084
204645-1,204645,1,109327-1,10/9/2022,S0509
204645-2,204645,2,109327-2,10/9/2022,S0598
204646-1,204646,1,109332-1,9/27/2024,S0340
204646-2,204646,2,109332-2,9/27/2024,S0046
204646-3,204646,3,109332-3,9/27/2024,S0105
204646-4,204646,4,109332-4,9/27/2024,S0351
204646-5,204646,5,109332-5,9/27/2024,S0520
204647-1,204647,1,109334-1,6/9/2022,S0164
204647-2,204647,2,109334-2,6/9/2022,S0266
204647-3,204647,3,109334-3,6/9/2022,S0104
204648-1,204648,1,109335-1,5/19/2025,S0448
204648-2,204648,2,109335-2,5/19/2025,S0260
204648-3,204648,3,109335-3,5/19/2025,S0598
204648-4,204648,4,109335-4,5/19/2025,S0265
204648-5,204648,5,109335-5,5/19/2025,S0070
204649-1,204649,1,109336-1,4/18/2025,S0067
204649-2,204649,2,109336-2,4/18/2025,S0309
204649-3,204649,3,109336-3,4/18/2025,S0151
204650-1,204650,1,109338-1,9/14/2023,S0617
204650-2,204650,2,109338-2,9/14/2023,S0077
204650-3,204650,3,109338-3,9/14/2023,S0171
204651-1,204651,1,109341-1,11/11/2024,S0076
204652-1,204652,1,109342-1,5/3/2023,S0184
204652-2,204652,2,109342-2,5/3/2023,S0248
204652-3,204652,3,109342-3,5/3/2023,S0567
204652-4,204652,4,109342-4,5/3/2023,S0478
204653-1,204653,1,109344-1,2/14/2023,S0239
204654-1,204654,1,109345-1,4/6/2022,S0409
204654-2,204654,2,109345-2,4/6/2022,S0400
204654-3,204654,3,109345-3,4/6/2022,S0078
204654-4,204654,4,109345-4,4/6/2022,S0467
204655-1,204655,1,109352-1,10/18/2023,S0568
204655-2,204655,2,109352-2,10/18/2023,S0096
204655-3,204655,3,109352-3,10/18/2023,S0430
204655-4,204655,4,109352-4,10/18/2023,S0253
204655-5,204655,5,109352-5,10/18/2023,S0426
204656-1,204656,1,109353-1,4/10/2022,S0142
204656-2,204656,2,109353-2,4/10/2022,S0244
204656-3,204656,3,109353-3,4/10/2022,S0217
204657-1,204657,1,109357-1,8/22/2023,S0618
204657-2,204657,2,109357-2,8/22/2023,S0556
204658-1,204658,1,109358-1,9/15/2023,S0600
204659-1,204659,1,109363-1,5/4/2025,S0587
204659-2,204659,2,109363-2,5/4/2025,S0266
204660-1,204660,1,109364-1,2/5/2025,S0180
204660-2,204660,2,109364-2,2/5/2025,S0385
204661-1,204661,1,109367-1,5/7/2022,S0090
204661-2,204661,2,109367-2,5/7/2022,S0575
204661-3,204661,3,109367-3,5/7/2022,S0011
204661-4,204661,4,109367-4,5/7/2022,S0532
204662-1,204662,1,109371-1,8/25/2025,S0299
204663-1,204663,1,109372-1,3/18/2022,S0545
204663-2,204663,2,109372-2,3/18/2022,S0089
204664-1,204664,1,109375-1,3/4/2022,S0014
204665-1,204665,1,109376-1,5/22/2025,S0488
204665-2,204665,2,109376-2,5/22/2025,S0273
204665-3,204665,3,109376-3,5/22/2025,S0606
204666-1,204666,1,109378-1,8/13/2024,S0406
204667-1,204667,1,109379-1,7/6/2023,S0590
204667-2,204667,2,109379-2,7/6/2023,S0454
204667-3,204667,3,109379-3,7/6/2023,S0089
204667-4,204667,4,109379-4,7/6/2023,S0604
204668-1,204668,1,109380-1,8/5/2024,S0626
204668-2,204668,2,109380-2,8/5/2024,S0332
204668-3,204668,3,109380-3,8/5/2024,S0171
204669-1,204669,1,109381-1,1/15/2023,S0409
204669-2,204669,2,109381-2,1/15/2023,S0162
204669-3,204669,3,109381-3,1/15/2023,S0053
204669-4,204669,4,109381-4,1/15/2023,S0408
204669-5,204669,5,109381-5,1/15/2023,S0483
204670-1,204670,1,109386-1,7/12/2022,S0034
204670-2,204670,2,109386-2,7/12/2022,S0008
204671-1,204671,1,109387-1,3/13/2023,S0216
204671-2,204671,2,109387-2,3/13/2023,S0067
204671-3,204671,3,109387-3,3/13/2023,S0086
204672-1,204672,1,109388-1,7/23/2023,S0365
204672-2,204672,2,109388-2,7/23/2023,S0284
204672-3,204672,3,109388-3,7/23/2023,S0530
204673-1,204673,1,109390-1,12/23/2022,S0484
204673-2,204673,2,109390-2,12/23/2022,S0309
204673-3,204673,3,109390-3,12/23/2022,S0083
204673-4,204673,4,109390-4,12/23/2022,S0067
204674-1,204674,1,109392-1,4/25/2024,S0138
204675-1,204675,1,109393-1,7/30/2025,S0213
204675-2,204675,2,109393-2,7/30/2025,S0101
204675-3,204675,3,109393-3,7/30/2025,S0013
204675-4,204675,4,109393-4,7/30/2025,S0302
204676-1,204676,1,109396-1,9/5/2024,S0317
204677-1,204677,1,109398-1,5/20/2024,S0159
204677-2,204677,2,109398-2,5/20/2024,S0533
204678-1,204678,1,109399-1,5/30/2023,S0368
204679-1,204679,1,109400-1,12/24/2024,S0016
204679-2,204679,2,109400-2,12/24/2024,S0248
204679-3,204679,3,109400-3,12/24/2024,S0055
204679-4,204679,4,109400-4,12/24/2024,S0083
204679-5,204679,5,109400-5,12/24/2024,S0427
204680-1,204680,1,109406-1,2/7/2022,S0422
204681-1,204681,1,109407-1,9/18/2022,S0222
204682-1,204682,1,109409-1,5/1/2022,S0399
204683-1,204683,1,109412-1,10/7/2022,S0085
204683-2,204683,2,109412-2,10/7/2022,S0199
204683-3,204683,3,109412-3,10/7/2022,S0414
204683-4,204683,4,109412-4,10/7/2022,S0614
204684-1,204684,1,109414-1,7/23/2022,S0569
204684-2,204684,2,109414-2,7/23/2022,S0341
204684-3,204684,3,109414-3,7/23/2022,S0594
204684-4,204684,4,109414-4,7/23/2022,S0461
204685-1,204685,1,109415-1,8/23/2025,S0327
204686-1,204686,1,109417-1,4/12/2023,S0412
204686-2,204686,2,109417-2,4/12/2023,S0023
204687-1,204687,1,109418-1,7/8/2024,S0578
204687-2,204687,2,109418-2,7/8/2024,S0406
204688-1,204688,1,109419-1,9/1/2022,S0528
204688-2,204688,2,109419-2,9/1/2022,S0066
204688-3,204688,3,109419-3,9/1/2022,S0476
204689-1,204689,1,109420-1,1/19/2024,S0406
204689-2,204689,2,109420-2,1/19/2024,S0415
204689-3,204689,3,109420-3,1/19/2024,S0530
204689-4,204689,4,109420-4,1/19/2024,S0363
204689-5,204689,5,109420-5,1/19/2024,S0060
204690-1,204690,1,109427-1,12/11/2025,S0242
204690-2,204690,2,109427-2,12/11/2025,S0043
204690-3,204690,3,109427-3,12/11/2025,S0415
204691-1,204691,1,109428-1,4/13/2023,S0329
204692-1,204692,1,109435-1,12/29/2024,S0565
204693-1,204693,1,109436-1,7/27/2025,S0324
204693-2,204693,2,109436-2,7/27/2025,S0398
204693-3,204693,3,109436-3,7/27/2025,S0002
204693-4,204693,4,109436-4,7/27/2025,S0268
204694-1,204694,1,109437-1,3/17/2022,S0329
204694-2,204694,2,109437-2,3/17/2022,S0240
204694-3,204694,3,109437-3,3/17/2022,S0271
204694-4,204694,4,109437-4,3/17/2022,S0033
204694-5,204694,5,109437-5,3/17/2022,S0196
204695-1,204695,1,109438-1,10/15/2024,S0479
204695-2,204695,2,109438-2,10/15/2024,S0549
204695-3,204695,3,109438-3,10/15/2024,S0347
204695-4,204695,4,109438-4,10/15/2024,S0141
204695-5,204695,5,109438-5,10/15/2024,S0296
204696-1,204696,1,109441-1,4/13/2025,S0284
204696-2,204696,2,109441-2,4/13/2025,S0116
204696-3,204696,3,109441-3,4/13/2025,S0176
204696-4,204696,4,109441-4,4/13/2025,S0335
204696-5,204696,5,109441-5,4/13/2025,S0425
204697-1,204697,1,109447-1,7/26/2023,S0599
204697-2,204697,2,109447-2,7/26/2023,S0349
204698-1,204698,1,109449-1,2/28/2023,S0069
204698-2,204698,2,109449-2,2/28/2023,S0558
204699-1,204699,1,109450-1,9/23/2022,S0437
204699-2,204699,2,109450-2,9/23/2022,S0174
204700-1,204700,1,109453-1,6/20/2024,S0461
204701-1,204701,1,109454-1,9/7/2022,S0522
204701-2,204701,2,109454-2,9/7/2022,S0290
204702-1,204702,1,109455-1,1/21/2022,S0282
204702-2,204702,2,109455-2,1/21/2022,S0167
204702-3,204702,3,109455-3,1/21/2022,S0526
204703-1,204703,1,109456-1,9/5/2023,S0005
204703-2,204703,2,109456-2,9/5/2023,S0397
204703-3,204703,3,109456-3,9/5/2023,S0488
204703-4,204703,4,109456-4,9/5/2023,S0284
204704-1,204704,1,109459-1,10/26/2023,S0186
204704-2,204704,2,109459-2,10/26/2023,S0028
204705-1,204705,1,109463-1,11/14/2025,S0073
204705-2,204705,2,109463-2,11/14/2025,S0461
204705-3,204705,3,109463-3,11/14/2025,S0505
204705-4,204705,4,109463-4,11/14/2025,S0415
204706-1,204706,1,109465-1,1/16/2025,S0554
204706-2,204706,2,109465-2,1/16/2025,S0347
204706-3,204706,3,109465-3,1/16/2025,S0531
204706-4,204706,4,109465-4,1/16/2025,S0511
204707-1,204707,1,109469-1,6/16/2022,S0243
204707-2,204707,2,109469-2,6/16/2022,S0230
204708-1,204708,1,109471-1,11/7/2023,S0530
204708-2,204708,2,109471-2,11/7/2023,S0324
204709-1,204709,1,109472-1,7/20/2025,S0568
204709-2,204709,2,109472-2,7/20/2025,S0495
204709-3,204709,3,109472-3,7/20/2025,S0068
204709-4,204709,4,109472-4,7/20/2025,S0474
204710-1,204710,1,109475-1,2/19/2023,S0244
204710-2,204710,2,109475-2,2/19/2023,S0197
204711-1,204711,1,109477-1,7/19/2025,S0248
204711-2,204711,2,109477-2,7/19/2025,S0014
204711-3,204711,3,109477-3,7/19/2025,S0625
204712-1,204712,1,109478-1,10/9/2024,S0306
204713-1,204713,1,109481-1,11/14/2024,S0592
204713-2,204713,2,109481-2,11/14/2024,S0608
204713-3,204713,3,109481-3,11/14/2024,S0027
204713-4,204713,4,109481-4,11/14/2024,S0124
204713-5,204713,5,109481-5,11/14/2024,S0011
204714-1,204714,1,109482-1,1/24/2023,S0145
204714-2,204714,2,109482-2,1/24/2023,S0248
204714-3,204714,3,109482-3,1/24/2023,S0039
204714-4,204714,4,109482-4,1/24/2023,S0334
204715-1,204715,1,109485-1,7/31/2022,S0331
204716-1,204716,1,109486-1,11/21/2023,S0415
204716-2,204716,2,109486-2,11/21/2023,S0054
204716-3,204716,3,109486-3,11/21/2023,S0294
204716-4,204716,4,109486-4,11/21/2023,S0025
204716-5,204716,5,109486-5,11/21/2023,S0571
204717-1,204717,1,109489-1,10/8/2022,S0309
204717-2,204717,2,109489-2,10/8/2022,S0020
204717-3,204717,3,109489-3,10/8/2022,S0095
204717-4,204717,4,109489-4,10/8/2022,S0395
204718-1,204718,1,109491-1,1/11/2022,S0306
204718-2,204718,2,109491-2,1/11/2022,S0546
204718-3,204718,3,109491-3,1/11/2022,S0468
204718-4,204718,4,109491-4,1/11/2022,S0485
204719-1,204719,1,109495-1,8/19/2025,S0404
204720-1,204720,1,109496-1,8/13/2024,S0490
204720-2,204720,2,109496-2,8/13/2024,S0232
204720-3,204720,3,109496-3,8/13/2024,S0352
204720-4,204720,4,109496-4,8/13/2024,S0204
204721-1,204721,1,109497-1,11/14/2023,S0392
204722-1,204722,1,109499-1,12/2/2024,S0258
204722-2,204722,2,109499-2,12/2/2024,S0434
204722-3,204722,3,109499-3,12/2/2024,S0298
204722-4,204722,4,109499-4,12/2/2024,S0274
204723-1,204723,1,109501-1,1/15/2024,S0014
204724-1,204724,1,109504-1,7/23/2024,S0612
204724-2,204724,2,109504-2,7/23/2024,S0324
204724-3,204724,3,109504-3,7/23/2024,S0110
204724-4,204724,4,109504-4,7/23/2024,S0231
204725-1,204725,1,109506-1,4/30/2022,S0109
204725-2,204725,2,109506-2,4/30/2022,S0470
204726-1,204726,1,109509-1,9/7/2022,S0493
204726-2,204726,2,109509-2,9/7/2022,S0224
204726-3,204726,3,109509-3,9/7/2022,S0277
204727-1,204727,1,109513-1,3/28/2025,S0238
204727-2,204727,2,109513-2,3/28/2025,S0074
204727-3,204727,3,109513-3,3/28/2025,S0408
204728-1,204728,1,109515-1,5/27/2024,S0215
204728-2,204728,2,109515-2,5/27/2024,S0102
204728-3,204728,3,109515-3,5/27/2024,S0522
204729-1,204729,1,109516-1,8/5/2024,S0059
204729-2,204729,2,109516-2,8/5/2024,S0410
204729-3,204729,3,109516-3,8/5/2024,S0223
204729-4,204729,4,109516-4,8/5/2024,S0255
204729-5,204729,5,109516-5,8/5/2024,S0160
204730-1,204730,1,109518-1,7/9/2025,S0067
204730-2,204730,2,109518-2,7/9/2025,S0449
204730-3,204730,3,109518-3,7/9/2025,S0182
204731-1,204731,1,109519-1,5/13/2022,S0620
204732-1,204732,1,109521-1,5/24/2022,S0268
204733-1,204733,1,109522-1,11/12/2024,S0306
204734-1,204734,1,109523-1,2/8/2025,S0232
204734-2,204734,2,109523-2,2/8/2025,S0333
204734-3,204734,3,109523-3,2/8/2025,S0388
204734-4,204734,4,109523-4,2/8/2025,S0426
204734-5,204734,5,109523-5,2/8/2025,S0386
204735-1,204735,1,109524-1,6/12/2025,S0247
204735-2,204735,2,109524-2,6/12/2025,S0286
204735-3,204735,3,109524-3,6/12/2025,S0606
204736-1,204736,1,109525-1,7/20/2022,S0231
204736-2,204736,2,109525-2,7/20/2022,S0101
204737-1,204737,1,109528-1,4/26/2022,S0481
204738-1,204738,1,109532-1,6/14/2022,S0527
204739-1,204739,1,109533-1,11/13/2022,S0044
204739-2,204739,2,109533-2,11/13/2022,S0337
204739-3,204739,3,109533-3,11/13/2022,S0529
204740-1,204740,1,109534-1,5/7/2024,S0327
204740-2,204740,2,109534-2,5/7/2024,S0534
204740-3,204740,3,109534-3,5/7/2024,S0146
204740-4,204740,4,109534-4,5/7/2024,S0216
204741-1,204741,1,109535-1,11/4/2024,S0078
204741-2,204741,2,109535-2,11/4/2024,S0557
204741-3,204741,3,109535-3,11/4/2024,S0204
204741-4,204741,4,109535-4,11/4/2024,S0133
204742-1,204742,1,109536-1,8/21/2023,S0425
204743-1,204743,1,109537-1,6/13/2023,S0157
204743-2,204743,2,109537-2,6/13/2023,S0407
204743-3,204743,3,109537-3,6/13/2023,S0188
204744-1,204744,1,109540-1,8/31/2023,S0092
204744-2,204744,2,109540-2,8/31/2023,S0390
204744-3,204744,3,109540-3,8/31/2023,S0270
204744-4,204744,4,109540-4,8/31/2023,S0536
204744-5,204744,5,109540-5,8/31/2023,S0501
204745-1,204745,1,109542-1,3/21/2023,S0095
204745-2,204745,2,109542-2,3/21/2023,S0228
204745-3,204745,3,109542-3,3/21/2023,S0070
204745-4,204745,4,109542-4,3/21/2023,S0533
204745-5,204745,5,109542-5,3/21/2023,S0147
204746-1,204746,1,109543-1,4/9/2024,S0375
204746-2,204746,2,109543-2,4/9/2024,S0090
204746-3,204746,3,109543-3,4/9/2024,S0287
204747-1,204747,1,109546-1,8/16/2023,S0010
204747-2,204747,2,109546-2,8/16/2023,S0624
204748-1,204748,1,109550-1,10/1/2023,S0420
204748-2,204748,2,109550-2,10/1/2023,S0495
204748-3,204748,3,109550-3,10/1/2023,S0379
204749-1,204749,1,109551-1,10/1/2024,S0248
204749-2,204749,2,109551-2,10/1/2024,S0252
204749-3,204749,3,109551-3,10/1/2024,S0051
204750-1,204750,1,109552-1,10/21/2024,S0322
204751-1,204751,1,109553-1,5/21/2022,S0339
204751-2,204751,2,109553-2,5/21/2022,S0069
204752-1,204752,1,109554-1,11/21/2024,S0015
204752-2,204752,2,109554-2,11/21/2024,S0203
204752-3,204752,3,109554-3,11/21/2024,S0156
204752-4,204752,4,109554-4,11/21/2024,S0364
204753-1,204753,1,109556-1,4/24/2023,S0249
204753-2,204753,2,109556-2,4/24/2023,S0309
204754-1,204754,1,109558-1,3/11/2025,S0045
204754-2,204754,2,109558-2,3/11/2025,S0209
204755-1,204755,1,109561-1,1/4/2024,S0010
204756-1,204756,1,109564-1,6/9/2024,S0573
204756-2,204756,2,109564-2,6/9/2024,S0110
204756-3,204756,3,109564-3,6/9/2024,S0553
204756-4,204756,4,109564-4,6/9/2024,S0233
204757-1,204757,1,109565-1,5/26/2025,S0098
204758-1,204758,1,109566-1,3/13/2025,S0591
204759-1,204759,1,109567-1,9/22/2023,S0601
204759-2,204759,2,109567-2,9/22/2023,S0466
204759-3,204759,3,109567-3,9/22/2023,S0355
204760-1,204760,1,109571-1,1/12/2022,S0269
204761-1,204761,1,109573-1,9/2/2024,S0517
204761-2,204761,2,109573-2,9/2/2024,S0202
204761-3,204761,3,109573-3,9/2/2024,S0195
204761-4,204761,4,109573-4,9/2/2024,S0593
204762-1,204762,1,109574-1,7/18/2024,S0569
204762-2,204762,2,109574-2,7/18/2024,S0347
204763-1,204763,1,109575-1,10/2/2024,S0366
204763-2,204763,2,109575-2,10/2/2024,S0182
204764-1,204764,1,109578-1,10/29/2024,S0194
204764-2,204764,2,109578-2,10/29/2024,S0359
204764-3,204764,3,109578-3,10/29/2024,S0362
204764-4,204764,4,109578-4,10/29/2024,S0141
204764-5,204764,5,109578-5,10/29/2024,S0147
204765-1,204765,1,109581-1,1/6/2022,S0100
204765-2,204765,2,109581-2,1/6/2022,S0320
204765-3,204765,3,109581-3,1/6/2022,S0547
204765-4,204765,4,109581-4,1/6/2022,S0441
204765-5,204765,5,109581-5,1/6/2022,S0535
204766-1,204766,1,109582-1,7/21/2025,S0553
204766-2,204766,2,109582-2,7/21/2025,S0348
204766-3,204766,3,109582-3,7/21/2025,S0281
204766-4,204766,4,109582-4,7/21/2025,S0294
204767-1,204767,1,109584-1,2/17/2022,S0401
204767-2,204767,2,109584-2,2/17/2022,S0368
204767-3,204767,3,109584-3,2/17/2022,S0444
204768-1,204768,1,109585-1,8/16/2023,S0244
204768-2,204768,2,109585-2,8/16/2023,S0424
204768-3,204768,3,109585-3,8/16/2023,S0368
204768-4,204768,4,109585-4,8/16/2023,S0248
204769-1,204769,1,109586-1,9/20/2024,S0485
204769-2,204769,2,109586-2,9/20/2024,S0449
204769-3,204769,3,109586-3,9/20/2024,S0571
204769-4,204769,4,109586-4,9/20/2024,S0428
204769-5,204769,5,109586-5,9/20/2024,S0402
204770-1,204770,1,109591-1,7/10/2024,S0153
204771-1,204771,1,109592-1,4/17/2025,S0259
204772-1,204772,1,109597-1,7/24/2025,S0373
204772-2,204772,2,109597-2,7/24/2025,S0072
204772-3,204772,3,109597-3,7/24/2025,S0115
204772-4,204772,4,109597-4,7/24/2025,S0407
